"Customer.ID","Gender","Age","Married","Number.of.Dependents","City","Zip.Code","Number.of.Referrals","Tenure.in.Months","Offer","Phone.Service","Avg.Monthly.Long.Distance.Charges","Multiple.Lines","Internet.Service","Internet.Type","Avg.Monthly.GB.Download","Online.Security","Online.Backup","Device.Protection.Plan","Premium.Tech.Support","Streaming.TV","Streaming.Movies","Streaming.Music","Unlimited.Data","Contract","Paperless.Billing","Payment.Method","Monthly.Charge","Total.Charges","Total.Refunds","Total.Extra.Data.Charges","Total.Long.Distance.Charges","Total.Revenue","Customer.Status","Churn.Category","Churn.Reason","Tenure_Category","Age_Category","Service_Category"
"6397-JNZZG","Female",70,"Yes",0,"Adin",96006,1,43,"Offer B","No",NA,"","Yes","DSL",21,"No","Yes","Yes","No","Yes","Yes","No","Yes","Month-to-Month","No","Credit Card",55.55,2342.2,0,0,0,2342.2,"Churned","Competitor","Competitor had better devices","Junior","Anciano","Minimum Services"
"6400-BWQKW","Female",51,"No",0,"San Mateo",94402,0,6,"None","Yes",19.74,"Yes","Yes","Fiber Optic",27,"Yes","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",79.05,434.5,0,0,118.44,552.94,"Churned","Dissatisfaction","Network reliability","Junior","Adulto","Enhanced Services"
"6402-EJMWF","Male",33,"No",0,"San Jacinto",92583,0,4,"None","Yes",21.03,"No","Yes","DSL",3,"No","No","No","No","No","Yes","Yes","Yes","Month-to-Month","Yes","Credit Card",55.3,238.5,0,0,84.12,322.62,"Stayed","","","Junior","Adulto","Minimum Services"
"6402-SSEJG","Female",31,"No",0,"Ben Lomond",95005,0,25,"None","No",NA,"","Yes","DSL",9,"Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","One Year","No","Bank Withdrawal",61.05,1540.2,0,0,0,1540.2,"Stayed","","","Junior","Adulto","Services with Improvements"
"6402-ZFPPI","Female",75,"No",0,"Fair Oaks",95628,0,25,"None","Yes",36.5,"Yes","Yes","Fiber Optic",30,"Yes","Yes","No","No","Yes","Yes","No","Yes","Month-to-Month","Yes","Credit Card",102.8,2660.2,0,0,912.5,3572.7,"Churned","Price","Price too high","Junior","Anciano","All Included"
"6407-UTSLV","Female",76,"No",0,"Compton",90222,0,2,"None","Yes",32.98,"No","Yes","Fiber Optic",14,"No","Yes","No","No","Yes","No","No","Yes","Two Year","Yes","Bank Withdrawal",83.8,163.7,0,0,65.96,229.66,"Joined","","","Junior","Anciano","Enhanced Services"
"6408-OTUBZ","Female",44,"No",0,"Glendale",91208,0,66,"Offer A","Yes",16.39,"Yes","Yes","Fiber Optic",26,"Yes","Yes","Yes","Yes","Yes","No","No","Yes","One Year","Yes","Bank Withdrawal",104.55,6779.05,0,0,1081.74,7860.79,"Stayed","","","Junior","Adulto","All Included"
"6408-WHTEF","Male",45,"Yes",2,"Valyermo",93563,7,72,"None","Yes",2.75,"Yes","Yes","DSL",19,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card",89.4,6376.55,0,0,198,6574.55,"Stayed","","","Junior","Adulto","Enhanced Services"
"6410-LEFEN","Female",38,"No",0,"San Diego",92108,0,9,"None","Yes",15.62,"No","Yes","DSL",2,"No","No","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",45.15,416.45,0,0,140.58,557.03,"Churned","Dissatisfaction","Product dissatisfaction","Junior","Adulto","Minimum Services"
"6413-XKKPU","Male",54,"Yes",0,"Sierra City",96125,1,17,"None","Yes",19.19,"No","Yes","Fiber Optic",22,"Yes","No","Yes","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",89.4,1539.45,0,0,326.23,1865.68,"Churned","Dissatisfaction","Service dissatisfaction","Junior","Adulto","Enhanced Services"
"6416-JNVRK","Female",50,"No",0,"Gardena",90248,0,46,"Offer B","Yes",2.03,"No","Yes","Cable",7,"No","No","No","No","No","Yes","Yes","Yes","One Year","No","Credit Card",55.65,2688.85,0,0,93.38,2782.23,"Stayed","","","Junior","Adulto","Minimum Services"
"6416-TVAIH","Male",39,"Yes",0,"San Francisco",94127,1,1,"Offer E","Yes",30.62,"No","Yes","Fiber Optic",11,"No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",68.5,68.5,0,0,30.62,99.12,"Churned","Competitor","Competitor offered more data","Junior","Adulto","Services with Improvements"
"6416-YJTTB","Male",20,"No",0,"Downieville",95936,0,11,"Offer D","Yes",8.48,"No","Yes","Fiber Optic",52,"Yes","No","Yes","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",79.5,795.65,0,0,93.28,888.93,"Stayed","","","Junior","Joven","Enhanced Services"
"6418-HNFED","Male",33,"Yes",0,"Huntington Beach",92648,1,51,"Offer B","Yes",40.34,"No","Yes","DSL",9,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card",83.25,4089.45,0,0,2057.34,6146.79,"Stayed","","","Junior","Adulto","Enhanced Services"
"6418-PIQSP","Female",49,"Yes",0,"Perris",92570,6,62,"Offer B","Yes",13.32,"No","Yes","Cable",22,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Mailed Check",81,4985.9,0,0,825.84,5811.74,"Stayed","","","Junior","Adulto","Enhanced Services"
"6421-SZVEM","Female",30,"Yes",1,"Carson",90745,4,28,"Offer C","Yes",16.13,"No","Yes","Fiber Optic",69,"Yes","No","No","No","No","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal",82.85,2320.8,0,0,451.64,2772.44,"Stayed","","","Junior","Joven","Enhanced Services"
"6424-ELEYH","Female",39,"Yes",0,"Lebec",93243,1,3,"Offer E","Yes",35.18,"Yes","Yes","Fiber Optic",13,"No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card",74.75,229.5,0,0,105.54,335.04,"Churned","Competitor","Competitor had better devices","Junior","Adulto","Services with Improvements"
"6425-YQLLO","Female",68,"Yes",0,"Pinole",94564,1,66,"None","Yes",27.75,"Yes","Yes","Fiber Optic",11,"No","No","Yes","Yes","Yes","Yes","No","Yes","One Year","Yes","Credit Card",105.95,6975.25,0,0,1831.5,8806.75,"Churned","Other","Don't know","Junior","Anciano","All Included"
"6427-FEFIG","Female",63,"Yes",3,"South San Francisco",94080,8,24,"Offer C","Yes",21.43,"Yes","Yes","DSL",56,"Yes","No","Yes","No","Yes","Yes","Yes","Yes","Two Year","No","Credit Card",78.6,1846.65,0,0,514.32,2360.97,"Stayed","","","Junior","Anciano","Enhanced Services"
"6429-SHBCB","Male",54,"No",0,"Maxwell",95955,0,19,"Offer D","Yes",13.76,"Yes","Yes","DSL",4,"No","No","No","No","Yes","Yes","Yes","Yes","Month-to-Month","No","Mailed Check",69.6,1394.55,0,0,261.44,1655.99,"Stayed","","","Junior","Adulto","Services with Improvements"
"6432-TWQLB","Male",51,"Yes",0,"Rosemead",91770,1,5,"Offer E","Yes",42.29,"Yes","Yes","Fiber Optic",16,"No","Yes","No","Yes","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",85.4,401.1,45.37,0,211.45,567.18,"Churned","Dissatisfaction","Network reliability","Junior","Adulto","Enhanced Services"
"6434-TTGJP","Male",49,"Yes",2,"Geyserville",95441,2,10,"Offer D","No",NA,"","Yes","Cable",24,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Two Year","No","Credit Card",53.7,521,22.97,0,0,498.03,"Stayed","","","Junior","Adulto","Minimum Services"
"6435-SRWBJ","Female",21,"No",0,"Los Angeles",90068,0,5,"Offer E","Yes",29.74,"Yes","Yes","Fiber Optic",42,"No","No","Yes","Yes","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",82.75,417.75,0,0,148.7,566.45,"Stayed","","","Junior","Joven","Enhanced Services"
"6435-VWCCY","Male",71,"Yes",0,"Oro Grande",92368,3,65,"Offer B","Yes",27.14,"Yes","Yes","Fiber Optic",26,"Yes","Yes","No","No","Yes","No","No","Yes","Two Year","Yes","Credit Card",92.7,5968.4,0,0,1764.1,7732.5,"Stayed","","","Junior","Anciano","Enhanced Services"
"6437-UDQJM","Female",72,"Yes",0,"Los Angeles",90023,5,72,"None","Yes",47.4,"Yes","Yes","DSL",28,"Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card",84.1,6129.65,0,0,3412.8,9542.45,"Stayed","","","Junior","Anciano","Enhanced Services"
"6437-UKHMV","Female",31,"No",0,"Moreno Valley",92557,0,7,"None","Yes",28.92,"No","Yes","Fiber Optic",16,"No","No","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",79.7,586.05,0,0,202.44,788.49,"Churned","Attitude","Attitude of support person","Junior","Adulto","Enhanced Services"
"6439-GTPCA","Female",29,"No",0,"San Diego",92129,0,45,"None","Yes",4.48,"Yes","Yes","Cable",51,"No","No","Yes","Yes","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",87.25,3941.7,0,0,201.6,4143.3,"Churned","Competitor","Competitor made better offer","Junior","Joven","Enhanced Services"
"6439-LAJXL","Male",47,"Yes",0,"Echo Lake",95721,2,9,"Offer E","Yes",34.64,"No","Yes","DSL",7,"Yes","Yes","No","Yes","Yes","No","No","Yes","Month-to-Month","Yes","Mailed Check",68.95,593.85,0,0,311.76,905.61,"Stayed","","","Junior","Adulto","Services with Improvements"
"6439-PKTRR","Female",50,"Yes",2,"San Diego",92121,6,70,"Offer A","Yes",4.11,"Yes","Yes","Cable",16,"Yes","Yes","Yes","Yes","Yes","No","No","Yes","Two Year","No","Bank Withdrawal",80.7,5617.95,0,0,287.7,5905.65,"Stayed","","","Junior","Adulto","Enhanced Services"
"6440-DKQGE","Male",52,"No",0,"Carson",90746,0,30,"Offer C","Yes",27.88,"No","Yes","Cable",6,"No","Yes","Yes","No","Yes","No","No","No","One Year","No","Credit Card",64.5,1929.95,0,0,836.4,2766.35,"Stayed","","","Junior","Adulto","Services with Improvements"
"6445-TNRXS","Male",61,"Yes",1,"Richmond",94805,5,68,"Offer A","Yes",32.59,"Yes","Yes","Fiber Optic",24,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal",114.7,7849.85,0,0,2216.12,10065.97,"Stayed","","","Junior","Anciano","All Included"
"6447-GORXK","Male",20,"No",3,"San Diego",92128,0,31,"Offer C","No",NA,"","Yes","Cable",51,"No","No","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card",25,789.2,22.4,0,0,766.8,"Stayed","","","Junior","Joven","Minimum Services"
"6457-GIRWB","Male",57,"No",0,"Carlsbad",92008,0,1,"None","Yes",22.03,"No","Yes","Fiber Optic",26,"No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",69.35,69.35,0,0,22.03,91.38,"Churned","Attitude","Attitude of service provider","Junior","Adulto","Services with Improvements"
"6457-USBER","Male",34,"No",0,"San Diego",92121,0,1,"None","Yes",41.77,"No","Yes","Fiber Optic",15,"No","No","No","No","No","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",80.8,80.8,0,0,41.77,122.57,"Churned","Competitor","Competitor made better offer","Junior","Adulto","Enhanced Services"
"6458-CYIDZ","Female",72,"No",0,"Albion",95410,0,5,"Offer E","Yes",36.27,"No","Yes","Fiber Optic",17,"Yes","Yes","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",80.7,374.8,0,0,181.35,556.15,"Stayed","","","Junior","Anciano","Enhanced Services"
"6461-PPAXN","Female",20,"Yes",0,"Napa",94559,5,35,"None","Yes",42.18,"No","Yes","Cable",59,"Yes","No","No","Yes","No","No","No","Yes","One Year","Yes","Bank Withdrawal",54.95,1916,0,0,1476.3,3392.3,"Stayed","","","Junior","Joven","Minimum Services"
"6461-SZMCV","Female",46,"Yes",0,"Corte Madera",94925,7,71,"None","Yes",9.06,"Yes","Yes","DSL",30,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Bank Withdrawal",87.95,6365.35,0,0,643.26,7008.61,"Stayed","","","Junior","Adulto","Enhanced Services"
"6463-HHXJR","Female",61,"Yes",2,"Lemon Cove",93244,5,71,"Offer A","Yes",36.5,"Yes","Yes","Fiber Optic",19,"Yes","Yes","Yes","No","Yes","No","No","Yes","Two Year","No","Bank Withdrawal",100.5,7030.65,0,0,2591.5,9622.15,"Stayed","","","Junior","Anciano","All Included"
"6463-MVYRY","Female",67,"No",0,"Palo Alto",94301,0,57,"Offer B","Yes",11.23,"No","Yes","DSL",30,"Yes","No","Yes","Yes","Yes","No","No","Yes","Two Year","No","Bank Withdrawal",69.85,4003,0,0,640.11,4643.11,"Stayed","","","Junior","Anciano","Services with Improvements"
"6464-KEXXH","Male",55,"No",0,"Fillmore",93015,0,8,"None","No",NA,"","Yes","Cable",16,"No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card",25.25,186.3,0,0,0,186.3,"Stayed","","","Junior","Adulto","Minimum Services"
"6465-GSRCL","Female",19,"No",2,"Plymouth",95669,0,67,"Offer A","Yes",18.74,"Yes","Yes","Fiber Optic",59,"No","Yes","No","Yes","Yes","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal",106.6,7244.7,0,0,1255.58,8500.28,"Stayed","","","Junior","Joven","All Included"
"6467-CHFZW","Male",61,"Yes",1,"Los Angeles",90028,1,47,"None","Yes",31.35,"Yes","Yes","Fiber Optic",16,"No","Yes","No","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",99.35,4749.15,0,0,1473.45,6222.6,"Churned","Competitor","Competitor had better devices","Junior","Anciano","All Included"
"6473-ULUHT","Male",22,"Yes",2,"San Diego",92126,5,16,"Offer D","Yes",9.16,"Yes","Yes","DSL",59,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal",84.9,1398.25,0,0,146.56,1544.81,"Stayed","","","Junior","Joven","Enhanced Services"
"6474-FVJLC","Male",61,"No",0,"Sherman Oaks",91423,0,2,"Offer E","Yes",43.47,"Yes","Yes","Fiber Optic",30,"No","No","No","No","No","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",86,165.45,0,0,86.94,252.39,"Churned","Attitude","Attitude of support person","Junior","Anciano","Enhanced Services"
"6475-VHUIZ","Female",47,"Yes",0,"Myers Flat",95554,6,23,"Offer D","Yes",38.93,"No","Yes","Cable",4,"No","No","Yes","Yes","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",54.25,1221.55,0,0,895.39,2116.94,"Stayed","","","Junior","Adulto","Minimum Services"
"6476-YHMGA","Female",63,"Yes",1,"Benton",93512,5,15,"None","Yes",39.77,"No","Yes","DSL",18,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal",76.5,1155.6,0,0,596.55,1752.15,"Stayed","","","Junior","Anciano","Services with Improvements"
"6478-HRRCZ","Male",47,"Yes",0,"Stirling City",95978,7,32,"None","Yes",44.45,"No","Yes","DSL",6,"Yes","Yes","No","Yes","No","Yes","Yes","Yes","One Year","No","Credit Card",70.5,2201.75,0,0,1422.4,3624.15,"Stayed","","","Junior","Adulto","Services with Improvements"
"6479-VDGRK","Female",46,"Yes",1,"Cardiff By The Sea",92007,0,72,"None","Yes",36.13,"No","Yes","Cable",21,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Bank Withdrawal",85.3,6129.2,0,0,2601.36,8730.56,"Stayed","","","Junior","Adulto","Enhanced Services"
"6480-YAGIY","Male",57,"No",0,"San Francisco",94117,0,45,"None","Yes",28.72,"No","Yes","Fiber Optic",3,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","One Year","No","Credit Card",112.2,5031.85,0,0,1292.4,6324.25,"Stayed","","","Junior","Adulto","All Included"
"6481-ESCNL","Female",33,"No",0,"Clayton",94517,0,29,"None","Yes",10.67,"Yes","Yes","Fiber Optic",12,"No","No","Yes","No","Yes","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal",100.55,2878.75,0,0,309.43,3188.18,"Stayed","","","Junior","Adulto","All Included"
"6481-LXPWL","Male",61,"Yes",1,"Palo Alto",94306,1,56,"None","No",NA,"","Yes","DSL",28,"No","Yes","Yes","No","No","No","No","No","One Year","Yes","Credit Card",36.1,1971.5,0,60,0,2031.5,"Stayed","","","Junior","Anciano","Minimum Services"
"6481-OGDOO","Male",31,"Yes",0,"San Diego",92129,1,67,"Offer A","Yes",30.75,"No","Yes","Fiber Optic",5,"Yes","Yes","No","No","No","Yes","Yes","Yes","One Year","Yes","Credit Card",90.6,6056.15,0,0,2060.25,8116.4,"Churned","Competitor","Competitor made better offer","Junior","Adulto","Enhanced Services"
"6483-OATDN","Male",47,"Yes",1,"Monrovia",91016,7,8,"None","Yes",10.36,"No","Yes","DSL",20,"Yes","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card",51.3,411.6,15.02,0,82.88,479.46,"Stayed","","","Junior","Adulto","Minimum Services"
"6486-LHTMA","Female",67,"Yes",0,"California City",93505,1,31,"None","Yes",44.26,"Yes","Yes","Fiber Optic",22,"No","No","Yes","No","Yes","No","No","Yes","One Year","Yes","Bank Withdrawal",90.7,2835.5,0,0,1372.06,4207.56,"Stayed","","","Junior","Anciano","Enhanced Services"
"6496-JDSSB","Female",24,"No",0,"Oak Park",91377,0,8,"None","Yes",39.92,"No","Yes","Fiber Optic",73,"No","No","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",80,624.6,0,0,319.36,943.96,"Stayed","","","Junior","Joven","Enhanced Services"
"6496-SLWHQ","Male",68,"No",0,"Moraga",94556,0,3,"Offer E","Yes",35.43,"Yes","Yes","Fiber Optic",18,"No","Yes","Yes","No","Yes","Yes","No","Yes","Month-to-Month","Yes","Bank Withdrawal",105,294.45,0,0,106.29,400.74,"Churned","Attitude","Attitude of support person","Junior","Anciano","All Included"
"6497-TILVL","Female",20,"Yes",2,"La Mirada",90638,1,7,"None","Yes",25.64,"No","Yes","DSL",71,"Yes","No","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card",50.7,350.35,0,0,179.48,529.83,"Stayed","","","Junior","Joven","Minimum Services"
"6500-JVEGC","Male",56,"No",0,"Lakewood",90715,0,68,"None","Yes",11.22,"Yes","Yes","Fiber Optic",7,"Yes","Yes","Yes","No","Yes","No","No","Yes","One Year","No","Bank Withdrawal",101.35,7110.75,0,0,762.96,7873.71,"Stayed","","","Junior","Adulto","All Included"
"6502-HCJTI","Male",78,"Yes",0,"Lakewood",90712,0,7,"None","Yes",9.7,"Yes","Yes","Fiber Optic",17,"Yes","Yes","No","No","No","Yes","Yes","Yes","Month-to-Month","Yes","Credit Card",94.7,673.1,0,0,67.9,741,"Churned","Attitude","Attitude of service provider","Junior","Anciano","Enhanced Services"
"6502-KUGLL","Female",29,"Yes",2,"El Monte",91732,4,14,"Offer D","Yes",42.64,"No","Yes","DSL",69,"Yes","Yes","No","Yes","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",59.45,780.85,0,0,596.96,1377.81,"Stayed","","","Junior","Joven","Services with Improvements"
"6502-MJQAE","Male",27,"No",0,"Escondido",92027,0,1,"None","Yes",46.21,"No","Yes","Fiber Optic",58,"No","No","No","No","No","No","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",69.6,69.6,0,0,46.21,115.81,"Churned","Competitor","Competitor made better offer","Junior","Joven","Services with Improvements"
"6504-VBLFL","Male",38,"Yes",0,"Madeline",96119,9,55,"Offer B","Yes",6.63,"No","Yes","DSL",23,"Yes","Yes","Yes","No","No","No","No","Yes","Two Year","No","Bank Withdrawal",58.6,3068.6,0,0,364.65,3433.25,"Stayed","","","Junior","Adulto","Services with Improvements"
"6505-OZNPG","Female",21,"No",0,"Annapolis",95412,0,6,"None","No",NA,"","Yes","Cable",52,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Two Year","Yes","Mailed Check",63.4,348.8,0,10,0,358.8,"Stayed","","","Junior","Joven","Services with Improvements"
"6507-DTJZV","Male",50,"No",1,"Cardiff By The Sea",92007,0,13,"Offer D","Yes",30.19,"No","Yes","DSL",17,"No","No","No","No","Yes","Yes","Yes","Yes","Month-to-Month","No","Credit Card",66.4,831.75,0,0,392.47,1224.22,"Stayed","","","Junior","Adulto","Services with Improvements"
"6507-ZJSUR","Male",76,"Yes",0,"Albion",95410,6,23,"None","Yes",46.82,"No","Yes","Fiber Optic",11,"No","No","No","No","Yes","Yes","No","No","One Year","Yes","Bank Withdrawal",90.45,2117.25,0,30,1076.86,3224.11,"Stayed","","","Junior","Anciano","Enhanced Services"
"6513-EECDB","Male",75,"Yes",0,"San Francisco",94114,0,1,"None","Yes",36.92,"Yes","Yes","Fiber Optic",6,"No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",73.55,73.55,0,0,36.92,110.47,"Churned","Price","Price too high","Junior","Anciano","Services with Improvements"
"6516-NKQBO","Male",28,"Yes",0,"Corona",92882,1,38,"None","Yes",22.05,"No","Yes","Cable",73,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Credit Card",81,3084.9,0,0,837.9,3922.8,"Stayed","","","Junior","Joven","Enhanced Services"
"6518-LGAOV","Female",60,"Yes",0,"San Diego",92121,1,38,"None","Yes",19.08,"Yes","Yes","Fiber Optic",4,"No","No","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",105,4026.4,0,0,725.04,4751.44,"Churned","Other","Don't know","Junior","Adulto","All Included"
"6519-CFDBX","Female",31,"No",0,"Torrance",90505,0,2,"None","Yes",10.81,"No","Yes","Cable",13,"No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",45.4,80.95,0,0,21.62,102.57,"Joined","","","Junior","Adulto","Minimum Services"
"6519-ZHPXP","Female",51,"Yes",2,"Sacramento",95824,1,72,"None","Yes",41.55,"No","Yes","Fiber Optic",25,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Two Year","Yes","Bank Withdrawal",108.3,7679.65,36.13,50,2991.6,10685.12,"Stayed","","","Junior","Adulto","All Included"
"6521-YYTYI","Male",59,"No",0,"Navarro",95463,0,1,"Offer E","Yes",7.99,"Yes","Yes","Fiber Optic",30,"No","No","No","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",93.3,93.3,0,0,7.99,101.29,"Churned","Other","Moved","Junior","Adulto","Enhanced Services"
"6522-OIQSX","Female",60,"Yes",3,"Alta",95701,4,69,"Offer A","No",NA,"","Yes","Cable",56,"No","Yes","Yes","No","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card",54.95,3772.5,0,0,0,3772.5,"Stayed","","","Junior","Adulto","Minimum Services"
"6522-YRBXD","Male",68,"Yes",0,"Anaheim",92802,3,35,"Offer C","Yes",20.44,"Yes","Yes","Fiber Optic",18,"Yes","Yes","No","No","No","Yes","No","Yes","One Year","Yes","Bank Withdrawal",94.55,3365.4,0,0,715.4,4080.8,"Stayed","","","Junior","Anciano","Enhanced Services"
"6537-OTKMY","Male",52,"No",0,"Covelo",95428,0,15,"Offer D","No",NA,"","Yes","DSL",14,"No","No","Yes","No","Yes","Yes","Yes","Yes","One Year","No","Bank Withdrawal",50.75,688.2,32.55,0,0,655.65,"Stayed","","","Junior","Adulto","Minimum Services"
"6537-QLGEX","Female",34,"No",0,"Mammoth Lakes",93546,0,16,"None","No",NA,"","Yes","DSL",30,"Yes","No","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",38.9,664.4,0,0,0,664.4,"Stayed","","","Junior","Adulto","Minimum Services"
"6538-POCHL","Male",59,"No",0,"Mountain Center",92561,0,33,"Offer C","Yes",17.63,"No","Yes","Fiber Optic",19,"No","Yes","Yes","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card",79,2576.8,0,0,581.79,3158.59,"Stayed","","","Junior","Adulto","Enhanced Services"
"6542-LWGXJ","Male",46,"Yes",0,"Pixley",93256,1,3,"Offer E","No",NA,"","Yes","DSL",12,"No","No","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card",25,78.25,0,0,0,78.25,"Joined","","","Junior","Adulto","Minimum Services"
"6543-CPZMK","Male",32,"Yes",0,"Ventura",93001,1,9,"Offer E","No",NA,"","Yes","DSL",9,"No","Yes","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal",29.95,248.95,0,10,0,258.95,"Churned","Competitor","Competitor offered more data","Junior","Adulto","Minimum Services"
"6543-JXSOO","Female",30,"Yes",0,"Clipper Mills",95930,5,23,"Offer D","Yes",12.88,"No","Yes","DSL",41,"Yes","Yes","No","Yes","No","No","No","Yes","One Year","Yes","Credit Card",57.75,1282.85,0,0,296.24,1579.09,"Stayed","","","Junior","Joven","Services with Improvements"
"6543-XRMYR","Female",73,"No",0,"Stockton",95209,0,30,"None","Yes",43.61,"Yes","Yes","Fiber Optic",8,"No","Yes","No","No","Yes","Yes","No","No","Month-to-Month","Yes","Bank Withdrawal",99.7,2967.35,0,80,1308.3,4355.65,"Churned","Dissatisfaction","Product dissatisfaction","Junior","Anciano","All Included"
"6549-BTYPG","Female",19,"Yes",0,"Sebastopol",95472,5,60,"None","No",NA,"","Yes","DSL",69,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Credit Card",60.8,3603.45,0,0,0,3603.45,"Stayed","","","Junior","Joven","Services with Improvements"
"6549-NNDYT","Female",59,"No",0,"Fresno",93720,0,13,"None","No",NA,"","Yes","Cable",7,"Yes","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",30.85,394.1,0,0,0,394.1,"Stayed","","","Junior","Adulto","Minimum Services"
"6551-GNYDG","Female",33,"Yes",1,"Long Beach",90808,7,14,"None","Yes",40.22,"No","Yes","Fiber Optic",19,"No","No","No","No","No","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",80.9,1152.8,0,0,563.08,1715.88,"Stayed","","","Junior","Adulto","Enhanced Services"
"6556-DBKZF","Female",38,"Yes",1,"Chula Vista",91915,6,71,"None","Yes",9.4,"No","Yes","Fiber Optic",10,"No","No","Yes","No","No","No","No","Yes","Two Year","No","Bank Withdrawal",76.05,5436.45,0,0,667.4,6103.85,"Stayed","","","Junior","Adulto","Services with Improvements"
"6557-BZXLQ","Male",66,"No",0,"Cabazon",92230,0,16,"Offer D","Yes",22.9,"No","Yes","Fiber Optic",24,"No","No","No","No","No","No","No","Yes","Two Year","No","Bank Withdrawal",69.65,1043.3,0,0,366.4,1409.7,"Stayed","","","Junior","Anciano","Services with Improvements"
"6559-ILWKJ","Male",44,"Yes",0,"Fresno",93722,1,71,"None","No",NA,"","Yes","Cable",25,"No","Yes","No","No","Yes","Yes","Yes","No","Two Year","No","Bank Withdrawal",49.35,3515.25,0,100,0,3615.25,"Churned","Dissatisfaction","Product dissatisfaction","Junior","Adulto","Minimum Services"
"6559-PDZLR","Male",26,"No",0,"Desert Center",92239,0,26,"None","Yes",37,"No","Yes","Fiber Optic",76,"No","No","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",98.65,2537,0,0,962,3499,"Stayed","","","Junior","Joven","All Included"
"6559-RAKOZ","Male",61,"Yes",1,"Orange Cove",93646,7,49,"Offer B","Yes",16.02,"Yes","Yes","Fiber Optic",18,"No","No","No","Yes","Yes","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal",97.95,4917.9,0,0,784.98,5702.88,"Stayed","","","Junior","Anciano","All Included"
